psgc_muni;pov_muni_year;pov_muni_measure;estimate;standard_error;coefficient_of_variation
12804000;2003;Gap;5,38;1,46;-
12811000;2003;Gap;7,47;1,55;-
12806000;2003;Gap;6,4;1,57;-
12807000;2003;Gap;13,58;4,9;-
12805000;2003;Gap;5,9;0,91;-
12808000;2003;Gap;4,43;1,12;-
12809000;2003;Gap;9,22;1,74;-
12810000;2003;Gap;7,37;5,22;-
12812000;2003;Gap;3,74;0,7;-
12813000;2003;Gap;14,28;3,62;-
12814000;2003;Gap;18,05;5,7;-
12815000;2003;Gap;7,28;1,54;-
12816000;2003;Gap;6,8;1,37;-
12817000;2003;Gap;8,89;1,42;-
12818000;2003;Gap;9,05;1,44;-
12819000;2003;Gap;10,2;1,9;-
12820000;2003;Gap;4,54;1,07;-
12821000;2003;Gap;7,53;1,3;-
12822000;2003;Gap;7,94;1,44;-
12823000;2003;Gap;9,79;1,72;-
12901000;2003;Gap;12,91;3,19;-
12902000;2003;Gap;2,19;0,91;-
12903000;2003;Gap;5,63;1,36;-
12904000;2003;Gap;3,49;0,89;-
12905000;2003;Gap;5,97;1,14;-
12907000;2003;Gap;3,08;0,91;-
12908000;2003;Gap;17,8;4,2;-
12906000;2003;Gap;3,39;0,74;-
12934000;2003;Gap;2,78;0,63;-
12909000;2003;Gap;6,16;1,36;-
12910000;2003;Gap;8,52;2,67;-
12911000;2003;Gap;2,48;1,25;-
12912000;2003;Gap;6,76;1,63;-
12913000;2003;Gap;10,02;2,37;-
12914000;2003;Gap;5,1;0,9;-
12915000;2003;Gap;9,15;2,81;-
12916000;2003;Gap;5,38;1,33;-
12917000;2003;Gap;11,37;5;-
12918000;2003;Gap;2,87;1,04;-
12919000;2003;Gap;3,62;1,09;-
12920000;2003;Gap;7,43;1,39;-
12921000;2003;Gap;5,32;1,78;-
12922000;2003;Gap;2,93;0,86;-
12923000;2003;Gap;3,9;1,4;-
12924000;2003;Gap;4,43;0,77;-
12925000;2003;Gap;4,3;0,98;-
12926000;2003;Gap;2,35;0,68;-
12927000;2003;Gap;4,3;1,08;-
12928000;2003;Gap;3,7;0,82;-
12929000;2003;Gap;9,38;3,66;-
12930000;2003;Gap;3,56;0,81;-
12931000;2003;Gap;27,41;10,51;-
12932000;2003;Gap;13,75;4,99;-
12933000;2003;Gap;5,86;1,14;-
13301000;2003;Gap;6,07;0,86;-
13302000;2003;Gap;7,54;1,77;-
13303000;2003;Gap;4,49;0,84;-
13304000;2003;Gap;40,65;10,64;-
13305000;2003;Gap;5,74;0,99;-
13306000;2003;Gap;7,69;1,33;-
13307000;2003;Gap;4,38;0,82;-
13308000;2003;Gap;12,25;4,12;-
13309000;2003;Gap;6,17;1,36;-
13314000;2003;Gap;3,06;0,74;-
13310000;2003;Gap;7,3;1,27;-
13311000;2003;Gap;6,14;1,19;-
13312000;2003;Gap;6,42;1,72;-
13313000;2003;Gap;10,27;1,76;-
13315000;2003;Gap;14,23;2,94;-
13316000;2003;Gap;4,36;0,87;-
13317000;2003;Gap;4,54;0,97;-
13318000;2003;Gap;28,63;6,99;-
13319000;2003;Gap;8,95;1,9;-
13320000;2003;Gap;9,78;2,06;-
15501000;2003;Gap;13,54;3,2;-
15502000;2003;Gap;7,9;1,92;-
15504000;2003;Gap;3,25;0,89;-
15505000;2003;Gap;9,17;1,9;-
15506000;2003;Gap;3,65;0,88;-
15507000;2003;Gap;4,23;0,98;-
15508000;2003;Gap;12,56;4,2;-
15509000;2003;Gap;6,1;1,77;-
15510000;2003;Gap;4,63;1,26;-
15511000;2003;Gap;7,17;0,86;-
15512000;2003;Gap;3,63;0,85;-
15513000;2003;Gap;4,81;0,94;-
15514000;2003;Gap;13,58;3,17;-
15515000;2003;Gap;6,51;1,52;-
15516000;2003;Gap;9,57;3,38;-
15517000;2003;Gap;5,65;1,11;-
15503000;2003;Gap;4,71;0,97;-
15546000;2003;Gap;3,45;0,56;-
15518000;2003;Gap;2,23;0,73;-
15519000;2003;Gap;7,17;1,6;-
15520000;2003;Gap;7,42;2,39;-
15521000;2003;Gap;3,48;1,36;-
15548000;2003;Gap;6,79;1,14;-
15522000;2003;Gap;5,32;1,01;-
15523000;2003;Gap;9,9;2,34;-
15524000;2003;Gap;8,79;1,39;-
15525000;2003;Gap;4,65;1,02;-
15526000;2003;Gap;4,78;0,82;-
15527000;2003;Gap;7,73;1,05;-
15528000;2003;Gap;4,66;1,19;-
15529000;2003;Gap;6,82;1,61;-
15530000;2003;Gap;5,7;0,91;-
15531000;2003;Gap;5,2;0,94;-
15532000;2003;Gap;6,73;1,02;-
15533000;2003;Gap;7,05;1,33;-
15534000;2003;Gap;6,62;1,49;-
15535000;2003;Gap;6,52;1,49;-
15536000;2003;Gap;8,01;1,54;-
15537000;2003;Gap;6,56;1,48;-
15538000;2003;Gap;5,32;0,97;-
15539000;2003;Gap;7,58;1,39;-
15540000;2003;Gap;3,53;1,61;-
15541000;2003;Gap;4,84;1,07;-
15542000;2003;Gap;9,96;2,39;-
15543000;2003;Gap;3,78;0,98;-
15544000;2003;Gap;6,09;0,84;-
15545000;2003;Gap;9,49;2,2;-
15547000;2003;Gap;3,91;0,98;-
20901000;2003;Gap;2,18;0,92;-
20902000;2003;Gap;5,27;1,65;-
20903000;2003;Gap;2,71;1,48;-
20904000;2003;Gap;4,59;1,6;-
20905000;2003;Gap;4,93;1,7;-
20906000;2003;Gap;3,49;1,89;-
21501000;2003;Gap;5,77;0,94;-
21502000;2003;Gap;7,16;1,1;-
21503000;2003;Gap;6,4;0,84;-
21504000;2003;Gap;13,4;1,5;-
21505000;2003;Gap;5,21;0,83;-
21506000;2003;Gap;8,74;1,2;-
21507000;2003;Gap;6,27;0,92;-
21508000;2003;Gap;9,28;1,35;-
21509000;2003;Gap;12,55;2,41;-
21510000;2003;Gap;4,69;0,65;-
21511000;2003;Gap;3,63;0,72;-
21512000;2003;Gap;7,52;1,09;-
21513000;2003;Gap;6,56;0,86;-
21514000;2003;Gap;8,97;1,72;-
21515000;2003;Gap;7,32;1,18;-
21516000;2003;Gap;4,38;0,74;-
21517000;2003;Gap;6,69;0,92;-
21518000;2003;Gap;7,76;1,47;-
21519000;2003;Gap;9,47;1,28;-
21520000;2003;Gap;8,06;1,29;-
21521000;2003;Gap;8,29;1,29;-
21522000;2003;Gap;3,98;0,87;-
21523000;2003;Gap;9,04;2,1;-
21524000;2003;Gap;2,25;0,86;-
21525000;2003;Gap;8,74;1,46;-
21526000;2003;Gap;9,86;1,43;-
21527000;2003;Gap;13,81;1,84;-
21528000;2003;Gap;10,33;1,23;-
21529000;2003;Gap;2,1;0,46;-
23101000;2003;Gap;5,23;0,72;-
23102000;2003;Gap;8,5;1,03;-
23103000;2003;Gap;3,92;0,66;-
23104000;2003;Gap;10,28;1,63;-
23105000;2003;Gap;4,82;1,04;-
23106000;2003;Gap;10,44;1,45;-
23107000;2003;Gap;2,47;0,61;-
23108000;2003;Gap;5,49;0,79;-
23135000;2003;Gap;2,39;0,47;-
23109000;2003;Gap;5,59;0,83;-
23118000;2003;Gap;7,41;1;-
23110000;2003;Gap;4,61;1,98;-
23111000;2003;Gap;13,98;4,05;-
23112000;2003;Gap;5,38;0,57;-
23113000;2003;Gap;6,13;1,12;-
23114000;2003;Gap;6,51;0,7;-
23115000;2003;Gap;3,15;0,66;-
23116000;2003;Gap;4,36;0,8;-
23117000;2003;Gap;4,35;1,25;-
23119000;2003;Gap;9,85;1,54;-
23120000;2003;Gap;6,34;1,03;-
23121000;2003;Gap;14,24;2,21;-
23122000;2003;Gap;8,49;1,41;-
23123000;2003;Gap;13,57;1,94;-
23124000;2003;Gap;5,02;0,98;-
23125000;2003;Gap;6,03;1,09;-
23126000;2003;Gap;4,7;0,85;-
23127000;2003;Gap;3,41;0,75;-
23128000;2003;Gap;8,65;1,12;-
23129000;2003;Gap;4,41;0,96;-
23130000;2003;Gap;7,81;1,23;-
23131000;2003;Gap;13,01;1,72;-
23132000;2003;Gap;4,64;0,72;-
23133000;2003;Gap;8,71;1,31;-
23134000;2003;Gap;19,06;3,07;-
23136000;2003;Gap;7,79;1,18;-
23137000;2003;Gap;9,13;1,05;-
25015000;2003;Gap;12,2;2,92;-
25001000;2003;Gap;14,82;3,93;-
25002000;2003;Gap;4,89;0,78;-
25003000;2003;Gap;3,92;0,93;-
25004000;2003;Gap;3,98;0,72;-
25005000;2003;Gap;1,83;0,55;-
25006000;2003;Gap;7,07;1,25;-
25007000;2003;Gap;4,34;0,99;-
25008000;2003;Gap;4,01;1,01;-
25009000;2003;Gap;10,43;1,7;-
25010000;2003;Gap;7,46;1,25;-
25011000;2003;Gap;8,46;1,58;-
25012000;2003;Gap;6,02;1,31;-
25013000;2003;Gap;2,93;0,58;-
25014000;2003;Gap;4,05;1,11;-
25701000;2003;Gap;7,77;1,06;-
25702000;2003;Gap;4,75;0,92;-
25703000;2003;Gap;8,62;1,15;-
25704000;2003;Gap;4,9;0,75;-
25706000;2003;Gap;9,27;1,93;-
25705000;2003;Gap;10,16;1,71;-
37701000;2003;Gap;2,01;0,77;-
37702000;2003;Gap;5,24;1,28;-
37703000;2003;Gap;5,24;1,48;-
37704000;2003;Gap;4,02;1,36;-
37705000;2003;Gap;4,97;1,78;-
37706000;2003;Gap;4,34;0,94;-
37707000;2003;Gap;1,89;0,44;-
37708000;2003;Gap;4,29;1,14;-
30801000;2003;Gap;0,77;0,44;-
30802000;2003;Gap;3,54;0,92;-
30803000;2003;Gap;1,39;0,35;-
30804000;2003;Gap;2,62;0,49;-
30805000;2003;Gap;3,36;0,71;-
30806000;2003;Gap;2,05;0,91;-
30807000;2003;Gap;1,47;0,48;-
30808000;2003;Gap;1,47;0,73;-
30809000;2003;Gap;1,99;0,57;-
30810000;2003;Gap;2,06;0,59;-
30811000;2003;Gap;2,01;0,62;-
30812000;2003;Gap;2,32;0,7;-
31401000;2003;Gap;2,11;0,69;-
31402000;2003;Gap;2,16;0,94;-
31403000;2003;Gap;1,49;0,45;-
31404000;2003;Gap;1,31;0,58;-
31405000;2003;Gap;2,46;1,01;-
31406000;2003;Gap;0,58;0,38;-
31407000;2003;Gap;1,31;0,41;-
31410000;2003;Gap;1,42;0,36;-
31412000;2003;Gap;1,5;0,42;-
31420000;2003;Gap;1,66;0,46;-
31424000;2003;Gap;15,36;3,17;-
31408000;2003;Gap;1,28;0,49;-
31409000;2003;Gap;1,87;0,5;-
31411000;2003;Gap;0,75;0,34;-
31413000;2003;Gap;4,63;1,4;-
31414000;2003;Gap;1,07;0,52;-
31415000;2003;Gap;2,28;0,64;-
31416000;2003;Gap;3,3;1,03;-
31417000;2003;Gap;1,34;0,52;-
31418000;2003;Gap;2,27;0,7;-
31419000;2003;Gap;3,55;0,56;-
31421000;2003;Gap;3,75;0,64;-
31422000;2003;Gap;2,76;0,64;-
31423000;2003;Gap;2,19;0,62;-
34901000;2003;Gap;5,28;0,88;-
34902000;2003;Gap;6,04;1,01;-
34903000;2003;Gap;2,09;0,32;-
34904000;2003;Gap;3,86;0,93;-
34905000;2003;Gap;8,83;1,64;-
34908000;2003;Gap;2,8;0,65;-
34906000;2003;Gap;6,86;0,87;-
34907000;2003;Gap;9,03;1,74;-
34909000;2003;Gap;5,85;1,23;-
34910000;2003;Gap;2,6;0,97;-
34911000;2003;Gap;7,13;0,84;-
34912000;2003;Gap;4,63;0,73;-
34913000;2003;Gap;8,86;1,51;-
34914000;2003;Gap;6,82;1,62;-
34915000;2003;Gap;4,85;0,96;-
34916000;2003;Gap;6,24;1,01;-
34918000;2003;Gap;8,26;1,46;-
34919000;2003;Gap;5,73;0,95;-
34920000;2003;Gap;7,34;1,35;-
34921000;2003;Gap;5,67;1,9;-
34922000;2003;Gap;8,36;1,42;-
34923000;2003;Gap;4,56;0,84;-
34924000;2003;Gap;5,59;1,34;-
34925000;2003;Gap;2,53;0,95;-
34926000;2003;Gap;3,35;0,68;-
34927000;2003;Gap;3,56;0,93;-
34928000;2003;Gap;2,69;0,55;-
34929000;2003;Gap;4,83;0,97;-
34917000;2003;Gap;4,12;0,68;-
34930000;2003;Gap;4,42;0,69;-
34931000;2003;Gap;10,77;1,38;-
34932000;2003;Gap;5,81;1,13;-
35401000;2003;Gap;1,18;0,39;-
35402000;2003;Gap;3,08;0,93;-
35403000;2003;Gap;3,52;0,7;-
35404000;2003;Gap;3,2;1,02;-
35405000;2003;Gap;4,93;0,85;-
35416000;2003;Gap;1,26;0,46;-
35406000;2003;Gap;4,3;0,64;-
35407000;2003;Gap;1,65;0,45;-
35408000;2003;Gap;4,02;0,64;-
35409000;2003;Gap;1,48;0,71;-
35410000;2003;Gap;2,21;0,58;-
35411000;2003;Gap;2,03;0,62;-
35412000;2003;Gap;4,4;0,94;-
35413000;2003;Gap;3,01;0,7;-
35414000;2003;Gap;4,38;1,22;-
35415000;2003;Gap;4,57;0,95;-
35417000;2003;Gap;3,28;0,9;-
35418000;2003;Gap;2,32;0,86;-
35419000;2003;Gap;3,37;1,09;-
35420000;2003;Gap;3,57;1,39;-
35421000;2003;Gap;1,54;0,82;-
35422000;2003;Gap;3,95;1,21;-
36901000;2003;Gap;2,54;0,66;-
36902000;2003;Gap;3,4;1,2;-
36903000;2003;Gap;3,05;0,48;-
36904000;2003;Gap;5,07;1,31;-
36916000;2003;Gap;2,72;0,4;-
36905000;2003;Gap;4,45;0,62;-
36906000;2003;Gap;4,54;0,6;-
36907000;2003;Gap;5,28;1,04;-
36908000;2003;Gap;4,74;0,84;-
36909000;2003;Gap;3,61;0,84;-
36910000;2003;Gap;3,63;0,64;-
36911000;2003;Gap;2,67;0,85;-
36912000;2003;Gap;4,89;1,3;-
36913000;2003;Gap;4,14;1,23;-
36918000;2003;Gap;14,13;2,52;-
36914000;2003;Gap;5,02;1,04;-
36915000;2003;Gap;3,49;0,78;-
36917000;2003;Gap;3,98;0,74;-
37101000;2003;Gap;3,01;0,83;-
37102000;2003;Gap;3,69;0,87;-
37103000;2003;Gap;3,81;0,93;-
37104000;2003;Gap;3,06;0,92;-
37105000;2003;Gap;2,97;0,9;-
37106000;2003;Gap;2,76;0,91;-
37107000;2003;Gap;0,65;0,34;-
37108000;2003;Gap;5,84;1,1;-
37109000;2003;Gap;2,21;0,59;-
37110000;2003;Gap;1,08;0,67;-
37111000;2003;Gap;3,01;0,75;-
37112000;2003;Gap;1,81;0,56;-
37113000;2003;Gap;4,11;0,81;-
37114000;2003;Gap;3,21;1,03;-
41001000;2003;Gap;3,95;0,87;-
41002000;2003;Gap;3,36;0,78;-
41003000;2003;Gap;6,32;1,04;-
41004000;2003;Gap;8,28;1,83;-
41005000;2003;Gap;2,92;0,53;-
41006000;2003;Gap;1,74;0,39;-
41007000;2003;Gap;10,57;1,42;-
41008000;2003;Gap;11,12;1,72;-
41031000;2003;Gap;2,82;0,7;-
41009000;2003;Gap;4,68;1,01;-
41010000;2003;Gap;5,47;1;-
41011000;2003;Gap;13,08;2,18;-
41012000;2003;Gap;5,66;0,78;-
41013000;2003;Gap;9,14;1,75;-
41014000;2003;Gap;2,82;0,43;-
41015000;2003;Gap;15,34;2,25;-
41016000;2003;Gap;3,77;1,33;-
41017000;2003;Gap;3,26;0,81;-
41018000;2003;Gap;5,19;1,21;-
41019000;2003;Gap;8,71;1,29;-
41020000;2003;Gap;4,69;0,93;-
41021000;2003;Gap;11,35;1,17;-
41022000;2003;Gap;6,48;1,05;-
41023000;2003;Gap;12,47;1,38;-
41024000;2003;Gap;8,97;1,68;-
41025000;2003;Gap;5,25;1,32;-
41026000;2003;Gap;1,73;0,49;-
41027000;2003;Gap;8,52;1,66;-
41028000;2003;Gap;3,03;0,67;-
41029000;2003;Gap;5,36;0,99;-
41030000;2003;Gap;3,86;1,19;-
41032000;2003;Gap;10,11;1,57;-
41033000;2003;Gap;15,18;2,95;-
41034000;2003;Gap;10,38;1,79;-
42101000;2003;Gap;3,53;0,92;-
42102000;2003;Gap;1,38;0,48;-
42103000;2003;Gap;0,45;0,15;-
42104000;2003;Gap;2,2;0,75;-
42105000;2003;Gap;1,01;0,26;-
42106000;2003;Gap;1,27;0,24;-
42123000;2003;Gap;3,15;0,65;-
42107000;2003;Gap;5,08;1,65;-
42108000;2003;Gap;1,59;0,44;-
42109000;2003;Gap;0,29;0,1;-
42110000;2003;Gap;2,1;0,61;-
42111000;2003;Gap;1,21;0,39;-
42112000;2003;Gap;5,43;1,24;-
42113000;2003;Gap;5,2;1,04;-
42114000;2003;Gap;1,13;0,42;-
42115000;2003;Gap;2,68;0,66;-
42116000;2003;Gap;0,37;0,22;-
42117000;2003;Gap;2,78;0,7;-
42118000;2003;Gap;2,04;0,46;-
42119000;2003;Gap;2,75;0,62;-
42120000;2003;Gap;1,32;0,33;-
42121000;2003;Gap;4,03;1,2;-
42122000;2003;Gap;0,75;0,32;-
43401000;2003;Gap;1,97;0,54;-
43402000;2003;Gap;1,49;0,46;-
43404000;2003;Gap;0,52;0,2;-
43406000;2003;Gap;3,23;0,81;-
43407000;2003;Gap;6,89;1,59;-
43403000;2003;Gap;0,55;0,28;-
43405000;2003;Gap;0,5;0,15;-
43428000;2003;Gap;0,29;0,17;-
43408000;2003;Gap;6,61;1,54;-
43409000;2003;Gap;3,93;1,99;-
43410000;2003;Gap;2,93;0,76;-
43411000;2003;Gap;0,49;0,26;-
43412000;2003;Gap;3,79;1,18;-
43413000;2003;Gap;2,76;0,78;-
43414000;2003;Gap;5,74;1,37;-
43415000;2003;Gap;6,27;1,54;-
43416000;2003;Gap;5,99;1,08;-
43417000;2003;Gap;3,76;0,7;-
43418000;2003;Gap;1,35;0,66;-
43419000;2003;Gap;3,01;0,89;-
43420000;2003;Gap;6,07;1,58;-
43421000;2003;Gap;4,13;1,39;-
43422000;2003;Gap;2,26;0,64;-
43423000;2003;Gap;3;0,92;-
43424000;2003;Gap;1,19;0,24;-
43425000;2003;Gap;0,22;0,18;-
43426000;2003;Gap;1,33;0,44;-
43427000;2003;Gap;10,49;1,94;-
43429000;2003;Gap;4,12;0,85;-
43430000;2003;Gap;2,75;0,92;-
45601000;2003;Gap;13,16;2,42;-
45602000;2003;Gap;11,9;2,09;-
45603000;2003;Gap;8,35;1,42;-
45605000;2003;Gap;19,33;2,24;-
45606000;2003;Gap;16,79;2,83;-
45607000;2003;Gap;12,48;1,43;-
45608000;2003;Gap;4,84;0,91;-
45610000;2003;Gap;16,32;1,8;-
45647000;2003;Gap;6,88;0,93;-
45615000;2003;Gap;6,32;1,32;-
45616000;2003;Gap;16,78;2,77;-
45617000;2003;Gap;15,88;3,34;-
45618000;2003;Gap;13,77;1,53;-
45619000;2003;Gap;9,8;1,4;-
45620000;2003;Gap;7,44;1,42;-
45621000;2003;Gap;18,23;3,86;-
45622000;2003;Gap;10,73;1,35;-
45623000;2003;Gap;3,42;0,77;-
45624000;2003;Gap;1,72;0,48;-
45625000;2003;Gap;17,15;2,29;-
45627000;2003;Gap;12,29;1,68;-
45628000;2003;Gap;17,55;2,31;-
45629000;2003;Gap;15,72;2,45;-
45630000;2003;Gap;6,5;1,42;-
45631000;2003;Gap;12,05;3,89;-
45632000;2003;Gap;14,31;3,67;-
45633000;2003;Gap;15,94;3,1;-
45634000;2003;Gap;14,15;2,03;-
45635000;2003;Gap;13,03;3,12;-
45636000;2003;Gap;14,38;2,53;-
45637000;2003;Gap;14,71;2,69;-
45638000;2003;Gap;9,65;1,86;-
45639000;2003;Gap;7,34;1,78;-
45640000;2003;Gap;19,97;3,61;-
45641000;2003;Gap;11,99;1,9;-
45642000;2003;Gap;21,01;3,25;-
45644000;2003;Gap;19,35;2,4;-
45645000;2003;Gap;8,74;1,26;-
45646000;2003;Gap;13,21;1,72;-
45648000;2003;Gap;8,06;1,12;-
45649000;2003;Gap;14,09;2,07;-
45801000;2003;Gap;0,21;0,22;-
45803000;2003;Gap;2,3;0,76;-
45804000;2003;Gap;1,21;0,31;-
45805000;2003;Gap;0,27;0,27;-
45806000;2003;Gap;1,92;0,67;-
45802000;2003;Gap;0,68;0,29;-
45807000;2003;Gap;6,2;1,65;-
45809000;2003;Gap;0,44;0,31;-
45810000;2003;Gap;1,35;0,64;-
45808000;2003;Gap;1,24;0,55;-
45811000;2003;Gap;0,33;0,22;-
45812000;2003;Gap;2;0,6;-
45813000;2003;Gap;0,58;0,45;-
45814000;2003;Gap;0,55;0,31;-
174001000;2003;Gap;4,57;0,64;-
174002000;2003;Gap;16,02;1,79;-
174003000;2003;Gap;7,44;1,01;-
174004000;2003;Gap;5,37;0,75;-
174005000;2003;Gap;8,64;0,82;-
174006000;2003;Gap;11,54;1,2;-
175101000;2003;Gap;18,07;2,78;-
175102000;2003;Gap;17,17;2;-
175103000;2003;Gap;14,01;2,29;-
175104000;2003;Gap;9,73;1,49;-
175105000;2003;Gap;19,72;2,22;-
175106000;2003;Gap;7,51;1,23;-
175107000;2003;Gap;19,9;2,99;-
175108000;2003;Gap;18,7;1,88;-
175109000;2003;Gap;16,53;1,74;-
175110000;2003;Gap;10,28;0,9;-
175111000;2003;Gap;17,95;2,21;-
175201000;2003;Gap;17,39;1,35;-
175202000;2003;Gap;17,86;1,54;-
175203000;2003;Gap;16,35;1,33;-
175204000;2003;Gap;31,23;2,61;-
175205000;2003;Gap;4,45;0,83;-
175206000;2003;Gap;15,09;1,19;-
175207000;2003;Gap;26,64;2,15;-
175208000;2003;Gap;11,68;0,78;-
175209000;2003;Gap;10,85;0,91;-
175210000;2003;Gap;19,42;1,52;-
175211000;2003;Gap;7,01;1,34;-
175212000;2003;Gap;12,69;1,06;-
175213000;2003;Gap;15,66;2,04;-
175214000;2003;Gap;12,83;1,02;-
175215000;2003;Gap;9,17;0,91;-
175301000;2003;Gap;17,8;1,56;-
175302000;2003;Gap;24,8;3,77;-
175303000;2003;Gap;21;2,25;-
175304000;2003;Gap;22,95;3,11;-
175305000;2003;Gap;17;1,89;-
175306000;2003;Gap;16,73;1,84;-
175307000;2003;Gap;23,84;2,55;-
175308000;2003;Gap;17,45;2,32;-
175309000;2003;Gap;21,5;2,03;-
175322000;2003;Gap;20,17;2,6;-
175310000;2003;Gap;14,63;1,44;-
175311000;2003;Gap;26,42;2,2;-
175312000;2003;Gap;22,12;2,06;-
175321000;2003;Gap;-;-;-
175313000;2003;Gap;30,22;3,7;-
175314000;2003;Gap;18,38;2,39;-
175315000;2003;Gap;15,47;1,53;-
175316000;2003;Gap;6,1;0,91;-
175317000;2003;Gap;21,38;1,94;-
175323000;2003;Gap;19,44;2,82;-
175318000;2003;Gap;20,44;1,51;-
175319000;2003;Gap;23,12;2,67;-
175324000;2003;Gap;18,67;2,63;-
175320000;2003;Gap;23,67;1,97;-
175901000;2003;Gap;12,03;1,76;-
175902000;2003;Gap;14,39;2,35;-
175903000;2003;Gap;11,07;1,59;-
175904000;2003;Gap;16,49;2,41;-
175905000;2003;Gap;15,71;2,38;-
175906000;2003;Gap;19,32;2,36;-
175916000;2003;Gap;14,69;2,31;-
175907000;2003;Gap;11,38;1,54;-
175908000;2003;Gap;13,4;1,67;-
175909000;2003;Gap;6,29;0,87;-
175910000;2003;Gap;12,12;1,03;-
175911000;2003;Gap;17,69;1,88;-
175912000;2003;Gap;15,44;1,71;-
175913000;2003;Gap;13,87;1,72;-
175914000;2003;Gap;22,61;3,37;-
175915000;2003;Gap;18,58;2,25;-
175917000;2003;Gap;15,3;2,52;-
99701000;2003;Gap;12,02;1,55;-
97226000;2003;Gap;43,42;4,08;-
97224000;2003;Gap;28,41;4,21;-
97201000;2003;Gap;11,63;1,42;-
97202000;2003;Gap;4,2;1,05;-
97225000;2003;Gap;41,17;4,09;-
97223000;2003;Gap;31,25;3,86;-
97222000;2003;Gap;29,25;2,91;-
97227000;2003;Gap;15,48;2,89;-
97203000;2003;Gap;26,27;3,26;-
97204000;2003;Gap;24,32;3,53;-
97205000;2003;Gap;18,37;2,78;-
97206000;2003;Gap;17,26;2,08;-
97207000;2003;Gap;16,09;2,21;-
97208000;2003;Gap;33,62;4,22;-
97209000;2003;Gap;16,43;1,88;-
97210000;2003;Gap;13,62;1,79;-
97211000;2003;Gap;35,5;2,85;-
97212000;2003;Gap;11,98;3,08;-
97213000;2003;Gap;31,79;3,02;-
97214000;2003;Gap;28,53;3,03;-
97215000;2003;Gap;62,32;3,76;-
97216000;2003;Gap;33,6;2,6;-
97217000;2003;Gap;13,91;3,18;-
97218000;2003;Gap;24,97;2,01;-
97219000;2003;Gap;17,55;2,2;-
97220000;2003;Gap;34,23;4,23;-
97221000;2003;Gap;28,31;2,69;-
97302000;2003;Gap;14,97;1,55;-
97303000;2003;Gap;22,17;2,9;-
97305000;2003;Gap;20,39;2,13;-
97306000;2003;Gap;28,48;2,22;-
97307000;2003;Gap;23,03;2,43;-
97308000;2003;Gap;26,2;1,9;-
97343000;2003;Gap;11,87;3,05;-
97337000;2003;Gap;16,43;3,69;-
97311000;2003;Gap;24,4;3,01;-
97312000;2003;Gap;16,64;1,89;-
97333000;2003;Gap;29,84;3,98;-
97313000;2003;Gap;42,24;3,19;-
97315000;2003;Gap;19,4;2,77;-
97317000;2003;Gap;21,71;2,62;-
97318000;2003;Gap;45,45;3,29;-
97319000;2003;Gap;14,51;1,57;-
97322000;2003;Gap;6,42;0,84;-
97338000;2003;Gap;21,44;4,64;-
97323000;2003;Gap;17,39;1,96;-
97324000;2003;Gap;24;3,37;-
97325000;2003;Gap;34,86;2,73;-
97340000;2003;Gap;46,25;4,36;-
97327000;2003;Gap;30,41;3,22;-
97328000;2003;Gap;23,02;1,98;-
97344000;2003;Gap;32,74;3;-
97330000;2003;Gap;21,59;3,21;-
97341000;2003;Gap;34,13;3,52;-
97332000;2003;Gap;5,42;0,76;-
98301000;2003;Gap;20,87;2,16;-
98302000;2003;Gap;10,27;1,54;-
98303000;2003;Gap;7,47;1,82;-
98304000;2003;Gap;9,83;1,73;-
98305000;2003;Gap;11,44;1,5;-
98306000;2003;Gap;12,39;1,72;-
98307000;2003;Gap;36,11;3,38;-
98308000;2003;Gap;23,74;2,53;-
98309000;2003;Gap;16,96;2,34;-
98310000;2003;Gap;21,19;3,27;-
98311000;2003;Gap;20,94;3,08;-
98312000;2003;Gap;27,49;3,39;-
98313000;2003;Gap;11,83;2,34;-
98314000;2003;Gap;28,85;3,89;-
98315000;2003;Gap;20,39;2,25;-
98316000;2003;Gap;26,46;3,25;-
50501000;2003;Gap;3,36;0,36;-
50502000;2003;Gap;2,84;0,3;-
50508000;2003;Gap;3,14;0,32;-
50517000;2003;Gap;6,78;0,65;-
50503000;2003;Gap;4,04;0,44;-
50504000;2003;Gap;1,73;0,22;-
50505000;2003;Gap;2,89;0,45;-
50506000;2003;Gap;12,22;0,9;-
50507000;2003;Gap;2,85;0,31;-
50509000;2003;Gap;4,52;0,66;-
50510000;2003;Gap;1,62;0,21;-
50511000;2003;Gap;3,64;0,77;-
50512000;2003;Gap;2,14;0,25;-
50513000;2003;Gap;5,28;0,53;-
50514000;2003;Gap;2,96;0,34;-
50515000;2003;Gap;5,02;0,91;-
50516000;2003;Gap;6,2;0,97;-
50518000;2003;Gap;1,6;0,31;-
51601000;2003;Gap;10,82;1,55;-
51602000;2003;Gap;17,38;2,04;-
51603000;2003;Gap;9,61;0,98;-
51605000;2003;Gap;13,25;1,74;-
51606000;2003;Gap;12,53;1,18;-
51607000;2003;Gap;14,47;1,49;-
51608000;2003;Gap;16,21;1,84;-
51604000;2003;Gap;15,38;3,37;-
51609000;2003;Gap;12,03;3,47;-
51610000;2003;Gap;15,42;1,84;-
51611000;2003;Gap;8,25;1,96;-
51612000;2003;Gap;13,52;2,1;-
51701000;2003;Gap;10,57;1,44;-
51702000;2003;Gap;21,2;3;-
51703000;2003;Gap;13,5;1,61;-
